(1.6121546233821669, 3.164662495720888, 61.93134863943723)
(1.5657668660113242, 3.167282388493466, 61.96663877151431)
(1.468963298400487, 3.1698334643407637, 62.0237766287684)
(1.3632840287589354, 3.1595187005757017, 62.076518700579165)
(1.2336492237537449, 3.134547202455468, 62.12815317984431)
(1.0647493064075284, 3.1211332896177466, 62.20021423200791)
(0.9534594012082456, 3.118756501424722, 62.240775649729414)
(0.8477790971158511, 3.1156783378543262, 62.2708536433542)
(0.7403005851693936, 3.104912059571609, 62.27197893649966)
(25.02581699873816, 9.466464848346096, 56.037197517307554)
(25.272916579858286, 9.432975727915673, 56.056535957189965)
(25.47241958486685, 9.390294285141994, 56.017626029449104)
(25.792582203360432, 9.30148961273935, 55.89802317066885)
(8.1673789082108, -4.554141217617246, 64.24943238467505)
(3.6998875450362587, -2.245646638064368, 66.14564858467772)
(3.542792712748626, -2.187088228085477, 66.21524260741266)
(3.356573047723851, -2.074353473403161, 66.32164039735399)
(3.155949012097587, -1.9566648304386334, 66.3907765485732)
(2.9770833131327943, -1.833179034505283, 66.44280848644432)
(2.853826880199005, -1.6919536578999408, 66.47385615793303)
(2.810391138167084, -1.5287682125093522, 66.51789058339374)
(2.8328835929654486, -1.4015989092558359, 66.53864258745386)
(2.9068999972611222, -1.2597606602609295, 66.54240161819928)
(3.025088219636244, -1.1530815812645558, 66.50598772744185)
(3.1809533725884602, -1.0553550756580448, 66.4803197982655)
(3.3958192654765353, -0.9637904400685559, 66.4750923009931)
(9.066014791274068, -0.7910223697080093, 66.24563332896408)
(9.274557756475941, -0.8303525552039346, 66.21233778915295)
(9.449537307350395, -0.8763739092965718, 66.18761872971086)
(9.52824698814734, -0.924418707746948, 66.17861760420601)
(9.542300513368973, -0.9555245537526517, 66.18953852662855)
(9.46902158244147, -0.967061889931999, 66.2264114859881)
(9.192826631194375, -0.9578222008255333, 66.33724372582377)
(8.91524545558315, -0.948694225699764, 66.43842659934907)
(8.525781690999175, -0.918443048922414, 66.59415701292257)
(8.24014279848285, -0.91477426456585, 66.67867755468484)
(7.996151520759263, -0.8945064384822289, 66.7607863343018)
(7.753461654126011, -0.8703367524079382, 66.85456579280549)
(6.619648062264495, -0.680324416248603, 67.182120941808)
(6.399592494589685, -0.6312492231158909, 67.2445854690717)
(6.116778953437815, -0.5616456467256697, 67.33233349654712)
(5.826508232864995, -0.4985402187346376, 67.40843210843184)
(5.5199957156884, -0.4210180555948484, 67.52351249665215)
(5.171576022835279, -0.3491789372185745, 67.63924114851704)
(4.874942914838338, -0.29023025247217815, 67.72674071337735)
(4.7157257094565495, -0.2448782378324453, 67.77946000508209)
(4.584293856276717, -0.21259394567287243, 67.823134225989)
(4.4771621919673645, -0.17738154259870384, 67.85775004153378)
(4.388836758269728, -0.13389245102906921, 67.89646895333516)
(4.33816586129797, -0.11863588052320673, 67.90291678085907)
(4.3009928699336815, -0.13652699373069807, 67.90474524750412)
(4.266405652958401, -0.18235878015245924, 67.87631144334544)
(4.2095803789722135, -0.21568600957691117, 67.85246657729519)
(4.105648835999492, -0.26405669316449853, 67.85626449564062)
(3.9735876974060744, -0.31752183451433197, 67.86378350836921)
(3.8320178267726503, -0.37562803374058745, 67.88545759000796)
(3.6618832698711916, -0.4488550856799695, 67.91157217940068)
(3.5100357405004, -0.5251107019216592, 67.93575711115331)
(3.3610162492921014, -0.5746074176885742, 67.97940686204849)
(3.214712783031414, -0.5991022182568507, 68.04384507063024)
(3.181900577669539, -0.5793670560382514, 68.06750424536074)
(3.182095645865816, -0.5670146163469717, 68.09999880545993)
(3.1994149799292413, -0.5360735762456497, 68.13222691336514)
(3.226320563757787, -0.4911990614158246, 68.16763137583939)
(3.2440468165217546, -0.4349374003164808, 68.18955881659467)
(3.2402524404212243, -0.35467578105859554, 68.21385630651825)
(3.237802748017338, -0.24894545906955423, 68.25483820194565)
(3.2106823825961577, -0.1755843053337703, 68.25883254589914)
(5.052734331246158, 1.6907301289563295, 65.89731608109267)
(4.686626286545859, 1.5685980217603945, 65.87199243853449)
(4.447612182427706, 1.4972522548818377, 65.86462646956973)
(4.153743207253725, 1.4876632026495198, 65.89369059030591)
(3.8190260152649156, 1.5180645443266132, 65.92954476556284)
(3.5852765565550704, 1.570006036628974, 65.96653135993859)
(3.423232254639718, 1.65312673627132, 66.03310388508599)
(3.3379005598586984, 1.743443934472648, 66.08540123852572)
(3.2874802381072254, 1.8293019077739743, 66.1254782712497)
(3.2580698021355503, 1.8575603337075715, 66.13625726156619)
(3.183808316776293, 1.8927090218399447, 66.1547846655701)
(3.0846991050618664, 1.9682556133774534, 66.18567586067812)
(3.0183787069502164, 2.046549793090477, 66.21296245310445)
(2.989329385735312, 2.052973355475748, 66.22483561297715)
(2.945848414356019, 2.0381310634245655, 66.2362639314351)
(2.8830025433671986, 1.9977618031003224, 66.21107555886988)
(2.713534365126375, 1.913476120320918, 66.25777212566894)
(2.5002373196806147, 1.8340755918490743, 66.25949047990439)
(2.266794656996647, 1.7920482850560886, 66.28917149457575)
(2.074637480688749, 1.755762872296047, 66.31102299900253)
(1.916238480266198, 1.6782780234029189, 66.31839314589013)
(1.8001667542764384, 1.5819300061493657, 66.32502977836985)
(1.6752627651999445, 1.475040556214221, 66.33037591989799)
(1.5620269320143338, 1.3583873828607178, 66.33471920162633)
(1.4928758308457395, 1.3137804498800925, 66.37224795302542)
(1.5160327666366116, 1.3291919259294465, 66.34847333635143)
(1.6118447872070727, 1.3670551521874008, 66.3709106384498)
(1.6806126410177284, 1.4535971144617061, 66.41166160215684)
(1.7560734350983906, 1.5915576850127422, 66.46921914049331)
(1.7992754758893503, 1.6969102228909265, 66.51186518979263)
(1.9901886551990913, 1.7349336440082466, 66.52646782558246)
(2.2289760958456366, 1.796881829586527, 66.5334499257456)
(2.495866286870245, 1.8677999888166397, 66.57039516380581)
(2.699145174570002, 1.913881170056432, 66.61069694331356)
(2.911447189139973, 1.92950428991958, 66.64945878342779)
(3.1139570418451386, 1.920185227401057, 66.69838964190562)
(3.334229252619082, 1.8419833021452705, 66.74266134940538)
(3.4721517167928377, 1.7370915971273801, 66.78657824790496)
(3.600186770324686, 1.6530960306728326, 66.85031040676736)
(3.5591272858341916, 1.6018960182210973, 66.91915598877785)
(3.446680243648526, 1.3140566425131774, 66.95758177081746)
(3.3078658348881107, 1.0145690799560134, 66.98979664623698)
(3.155115524115832, 0.6851996118329879, 67.0004956200833)
(3.018541241892849, 0.4394313353011617, 67.01539170099988)
(2.8781859262902, 0.22483976125966798, 67.04052743266418)
(2.768827833502751, 0.026362097182876257, 67.04657008069731)
(2.6621890523480176, -0.1706762905053055, 67.03732135786565)
(2.5599070443276815, -0.3607442129449355, 67.03169473588405)
(2.514221892756838, -0.47002151269258674, 67.02259807984463)
(2.526833688740375, -0.35136375181435414, 67.0612105863002)
